CUSEC;Nivel;NOTA1;vivienda_turistica;unidad1;nota2;plazas;unidad2;nota3;plazas_por_vivienda_turistica;unidad3;nota4;Porcentaje_vivienda_turistica;UNIDAD4;PERIODO;PROV;PROV_LITERAL;MUN;MUN_LITERAL
4511302001;Secciones;;5;Viviendas;;17;Plazas;;3,4;Plazas;;0,459981601;Porcentaje;2025M11;45;Toledo;45113;Navalucillos, Los
4511301002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45113;Navalucillos, Los
4511301001;Secciones;;3;Viviendas;;18;Plazas;;6;Plazas;;0,371287129;Porcentaje;2025M11;45;Toledo;45113;Navalucillos, Los
4511401001;Secciones;;1;Viviendas;;15;Plazas;;15;Plazas;;0,111731844;Porcentaje;2025M11;45;Toledo;45114;Navamorcuende
4511502001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45115;Noblejas
4511501001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45115;Noblejas
4511601001;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,132275132;Porcentaje;2025M11;45;Toledo;45116;Noez
4511701001;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,092421442;Porcentaje;2025M11;45;Toledo;45117;Nombela
4511801002;Secciones;;6;Viviendas;;26;Plazas;;4,333333333;Plazas;;1,192842942;Porcentaje;2025M11;45;Toledo;45118;Noves
4511801001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45118;Noves
4511901002;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,090826521;Porcentaje;2025M11;45;Toledo;45119;Numancia de la Sagra
4511901001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45119;Numancia de la Sagra
4512001001;Secciones;;5;Viviendas;;10;Plazas;;2;Plazas;;1,694915254;Porcentaje;2025M11;45;Toledo;45120;Nuno Gomez
4512103003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;Dato protegido por secreto estadistico.;;Porcentaje;2025M11;45;Toledo;45121;Ocana
4512103002;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,046019328;Porcentaje;2025M11;45;Toledo;45121;Ocana
4512103001;Secciones;;9;Viviendas;;44;Plazas;;4,888888889;Plazas;;0,406871609;Porcentaje;2025M11;45;Toledo;45121;Ocana
4512102002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45121;Ocana
4512102001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45121;Ocana
4512101001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45121;Ocana
4512201005;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;Dato protegido por secreto estadistico.;;Porcentaje;2025M11;45;Toledo;45122;Olias del Rey
4512201004;Secciones;;1;Viviendas;;10;Plazas;;10;Plazas;;0,163934426;Porcentaje;2025M11;45;Toledo;45122;Olias del Rey
4512201003;Secciones;;4;Viviendas;;39;Plazas;;9,75;Plazas;;0,328947368;Porcentaje;2025M11;45;Toledo;45122;Olias del Rey
4512201002;Secciones;;7;Viviendas;;52;Plazas;;7,428571429;Plazas;;0,626678603;Porcentaje;2025M11;45;Toledo;45122;Olias del Rey
4512201001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45122;Olias del Rey
4512301002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45123;Ontigola
4512301001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45123;Ontigola
4512402001;Secciones;;10;Viviendas;;85;Plazas;;8,5;Plazas;;0,914076782;Porcentaje;2025M11;45;Toledo;45124;Orgaz
4512401001;Secciones;;3;Viviendas;;25;Plazas;;8,333333333;Plazas;;0,470219436;Porcentaje;2025M11;45;Toledo;45124;Orgaz
4512502001;Secciones;;4;Viviendas;;24;Plazas;;6;Plazas;;0,430570506;Porcentaje;2025M11;45;Toledo;45125;Oropesa
4512501001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45125;Oropesa
4512601001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45126;Otero
4512701001;Secciones;;1;Viviendas;;16;Plazas;;16;Plazas;;0,101112235;Porcentaje;2025M11;45;Toledo;45127;Palomeque
4512801002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45128;Pantoja
4512801001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45128;Pantoja
4512901001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45129;Paredes de Escalona
4513001001;Secciones;;4;Viviendas;;42;Plazas;;10,5;Plazas;;0,602409639;Porcentaje;2025M11;45;Toledo;45130;Parrillas
4513101001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45131;Pelahustan
4513201002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45132;Pepino
4513201001;Secciones;;3;Viviendas;;21;Plazas;;7;Plazas;;0,289855072;Porcentaje;2025M11;45;Toledo;45132;Pepino
4513302001;Secciones;;5;Viviendas;;44;Plazas;;8,8;Plazas;;0,433651344;Porcentaje;2025M11;45;Toledo;45133;Polan
4513301001;Secciones;;2;Viviendas;;12;Plazas;;6;Plazas;;0,211864407;Porcentaje;2025M11;45;Toledo;45133;Polan
4513401001;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,078616352;Porcentaje;2025M11;45;Toledo;45134;Portillo de Toledo
4513502002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45135;Puebla de Almoradiel, La
4513502001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45135;Puebla de Almoradiel, La
4513501002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45135;Puebla de Almoradiel, La
4513501001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45135;Puebla de Almoradiel, La
4513603002;Secciones;;5;Viviendas;;27;Plazas;;5,4;Plazas;;0,816993464;Porcentaje;2025M11;45;Toledo;45136;Puebla de Montalban, La
4513603001;Secciones;;1;Viviendas;;12;Plazas;;12;Plazas;;0,125944584;Porcentaje;2025M11;45;Toledo;45136;Puebla de Montalban, La
4513602001;Secciones;;2;Viviendas;;11;Plazas;;5,5;Plazas;;0,191204589;Porcentaje;2025M11;45;Toledo;45136;Puebla de Montalban, La
4513601002;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,119189511;Porcentaje;2025M11;45;Toledo;45136;Puebla de Montalban, La
4513601001;Secciones;;2;Viviendas;;22;Plazas;;11;Plazas;;0,205973223;Porcentaje;2025M11;45;Toledo;45136;Puebla de Montalban, La
4513702001;Secciones;;1;Viviendas;;8;Plazas;;8;Plazas;;0,134952767;Porcentaje;2025M11;45;Toledo;45137;Pueblanueva, La
4513701001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45137;Pueblanueva, La
4513801001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45138;Puente del Arzobispo, El
4513901001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45139;Puerto de San Vicente
4514001001;Secciones;;6;Viviendas;;48;Plazas;;8;Plazas;;0,576368876;Porcentaje;2025M11;45;Toledo;45140;Pulgar
4514101001;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,101112235;Porcentaje;2025M11;45;Toledo;45141;Quero
4514203002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45142;Quintanar de la Orden
4514203001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45142;Quintanar de la Orden
4514202003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45142;Quintanar de la Orden
4514202002;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,182149362;Porcentaje;2025M11;45;Toledo;45142;Quintanar de la Orden
4514202001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45142;Quintanar de la Orden
4514201002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45142;Quintanar de la Orden
4514201001;Secciones;;1;Viviendas;;8;Plazas;;8;Plazas;;0,107991361;Porcentaje;2025M11;45;Toledo;45142;Quintanar de la Orden
4514301001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45143;Quismondo
4514401001;Secciones;;9;Viviendas;;81;Plazas;;9;Plazas;;0,67114094;Porcentaje;2025M11;45;Toledo;45144;Real de San Vicente, El
4514501002;Secciones;;2;Viviendas;;19;Plazas;;9,5;Plazas;;0,148257969;Porcentaje;2025M11;45;Toledo;45145;Recas
4514501001;Secciones;;1;Viviendas;;11;Plazas;;11;Plazas;;0,079239303;Porcentaje;2025M11;45;Toledo;45145;Recas
4514601001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45146;Retamoso de la Jara
4514701001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45147;Rielves
4514801001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45148;Robledo del Mazo
4514901001;Secciones;;4;Viviendas;;22;Plazas;;5,5;Plazas;;0,453514739;Porcentaje;2025M11;45;Toledo;45149;Romeral, El
4515001001;Secciones;;2;Viviendas;;12;Plazas;;6;Plazas;;0,314465409;Porcentaje;2025M11;45;Toledo;45150;San Bartolome de las Abiertas
4515101001;Secciones;;3;Viviendas;;38;Plazas;;12,66666667;Plazas;;0,340909091;Porcentaje;2025M11;45;Toledo;45151;San Martin de Montalban
4515201001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45152;San Martin de Pusa
4515302001;Secciones;;1;Viviendas;;13;Plazas;;13;Plazas;;0,199600798;Porcentaje;2025M11;45;Toledo;45153;San Pablo de los Montes
4515301001;Secciones;;2;Viviendas;;20;Plazas;;10;Plazas;;0,181818182;Porcentaje;2025M11;45;Toledo;45153;San Pablo de los Montes
4515401001;Secciones;;6;Viviendas;;63;Plazas;;10,5;Plazas;;0,279459711;Porcentaje;2025M11;45;Toledo;45154;San Roman de los Montes
4515501001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45155;Santa Ana de Pusa
4515602002;Secciones;;2;Viviendas;;8;Plazas;;4;Plazas;;0,203665988;Porcentaje;2025M11;45;Toledo;45156;Santa Cruz de la Zarza
4515602001;Secciones;;9;Viviendas;;35;Plazas;;3,888888889;Plazas;;1,021566402;Porcentaje;2025M11;45;Toledo;45156;Santa Cruz de la Zarza
4515601001;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,096153846;Porcentaje;2025M11;45;Toledo;45156;Santa Cruz de la Zarza
4515701002;Secciones;;3;Viviendas;;28;Plazas;;9,333333333;Plazas;;0,163220892;Porcentaje;2025M11;45;Toledo;45157;Santa Cruz del Retamar
4515701001;Secciones;;9;Viviendas;;100;Plazas;;11,11111111;Plazas;;0,458015267;Porcentaje;2025M11;45;Toledo;45157;Santa Cruz del Retamar
4515802001;Secciones;;2;Viviendas;;16;Plazas;;8;Plazas;;0,146950771;Porcentaje;2025M11;45;Toledo;45158;Santa Olalla
4515801001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45158;Santa Olalla
4515901001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45159;Sartajada
4516001001;Secciones;;1;Viviendas;;12;Plazas;;12;Plazas;;0,100603622;Porcentaje;2025M11;45;Toledo;45160;Segurilla
4516101013;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101012;Secciones;;2;Viviendas;;10;Plazas;;5;Plazas;;0,172413793;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101011;Secciones;;3;Viviendas;;12;Plazas;;4;Plazas;;0,214132762;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101010;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,073421439;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101009;Secciones;;1;Viviendas;;8;Plazas;;8;Plazas;;0,085251492;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101008;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101007;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101006;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101005;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,128040973;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101004;Secciones;;3;Viviendas;;37;Plazas;;12,33333333;Plazas;;0,408163265;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101002;Secciones;;2;Viviendas;;9;Plazas;;4,5;Plazas;;0,260416667;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516101001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45161;Sesena
4516201001;Secciones;;3;Viviendas;;23;Plazas;;7,666666667;Plazas;;0,268096515;Porcentaje;2025M11;45;Toledo;45162;Sevilleja de la Jara
4516302004;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516302003;Secciones;;2;Viviendas;;12;Plazas;;6;Plazas;;0,255427842;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516302002;Secciones;;2;Viviendas;;12;Plazas;;6;Plazas;;0,290275762;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516302001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516301004;Secciones;;4;Viviendas;;24;Plazas;;6;Plazas;;0,836820084;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516301003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516301002;Secciones;;2;Viviendas;;24;Plazas;;12;Plazas;;0,295420975;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516301001;Secciones;;4;Viviendas;;8;Plazas;;2;Plazas;;0,816326531;Porcentaje;2025M11;45;Toledo;45163;Sonseca
4516401001;Secciones;;3;Viviendas;;20;Plazas;;6,666666667;Plazas;;0,949367089;Porcentaje;2025M11;45;Toledo;45164;Sotillo de las Palomas
4516504009;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504008;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504007;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504006;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504004;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504002;Secciones;;5;Viviendas;;27;Plazas;;5,4;Plazas;;0,561167228;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503024;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503023;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503022;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,166389351;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503020;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503019;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503018;Secciones;;2;Viviendas;;5;Plazas;;2,5;Plazas;;0,376647834;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503017;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503016;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503015;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,149031297;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503014;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503012;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503011;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503010;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503008;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503007;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503006;Secciones;;2;Viviendas;;7;Plazas;;3,5;Plazas;;0,398406375;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503009;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503005;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503004;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503003;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,156985871;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503013;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503001;Secciones;;9;Viviendas;;37;Plazas;;4,111111111;Plazas;;1,053864169;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502021;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502020;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502019;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502018;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502017;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516503021;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,18018018;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502016;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502015;Secciones;;2;Viviendas;;8;Plazas;;4;Plazas;;0,23923445;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504001;Secciones;;5;Viviendas;;13;Plazas;;2,6;Plazas;;0,582072177;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502014;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502013;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502012;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502011;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516504005;Secciones;;1;Viviendas;;7;Plazas;;7;Plazas;;0,132978723;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502010;Secciones;;4;Viviendas;;13;Plazas;;3,25;Plazas;;0,332225914;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502009;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502008;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,146842878;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
4516502007;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,158982512;Porcentaje;2025M11;45;Toledo;45165;Talavera de la Reina
