Municipios;Distritos;Secciones;Indicadores_gini_p8020;Periodo;Total
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2023;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2022;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2021;43,3
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2020;42,8
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2019;43
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2018;44,7
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2017;43,9
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2016;41,3
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Indice de Gini;2015;39,2
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2023;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2022;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2021;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2020;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2019;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2018;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2017;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2016;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid seccion 05070;Distribucion de la renta P80/P20;2015;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2023;37,6
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2022;37,5
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2021;37,3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2020;36,4
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2019;38,1
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2018;38,3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2017;37,9
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2016;39,8
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Indice de Gini;2015;36,9
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2023;3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2022;3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2021;3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2020;3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2019;3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2018;3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2017;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2016;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid seccion 05072;Distribucion de la renta P80/P20;2015;3,1
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2023;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2022;43,7
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2021;43,3
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2020;44,4
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2019;44,8
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2018;44,4
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2017;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2016;45,5
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Indice de Gini;2015;44,5
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2023;4
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2022;4
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2021;4,2
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2020;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2019;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2018;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2017;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2016;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid seccion 05073;Distribucion de la renta P80/P20;2015;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2023;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2022;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2021;43,3
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2020;44,4
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2019;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2018;45,6
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2017;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2016;46,7
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Indice de Gini;2015;.
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2023;4,1
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2022;4,2
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2021;4,2
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2020;4,4
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2019;4,6
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2018;4,8
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2017;4,9
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2016;5,1
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid seccion 05074;Distribucion de la renta P80/P20;2015;4,7
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2023;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2022;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2021;43,3
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2020;44,4
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2019;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2018;45,6
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2017;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2016;46,7
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Indice de Gini;2015;43
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2023;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2022;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2021;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2020;3,7
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2019;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2018;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2017;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2016;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid seccion 05075;Distribucion de la renta P80/P20;2015;3,7
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2023;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2022;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2021;43,3
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2020;44,4
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2019;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2018;45,6
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2017;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2016;46,7
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Indice de Gini;2015;.
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2023;3,9
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2022;4,2
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2021;4
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2020;4,1
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2019;4,1
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2018;4,6
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2017;4,2
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2016;4,4
28079 Madrid;2807905 Madrid distrito 05;2807905076 Madrid seccion 05076;Distribucion de la renta P80/P20;2015;4
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2023;42,3
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2022;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2021;43,1
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2020;43,4
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2019;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2018;43,8
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2017;44
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2016;43,7
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Indice de Gini;2015;46,2
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2023;3,7
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2022;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2021;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2020;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2019;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2018;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2017;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2016;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905077 Madrid seccion 05077;Distribucion de la renta P80/P20;2015;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2023;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2022;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2021;43,3
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2020;44,4
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2019;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2018;45,6
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2017;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2016;46,7
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Indice de Gini;2015;.
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2023;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2022;4
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2021;3,7
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2020;4,4
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2019;4,2
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2018;4,3
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2017;4
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2016;4
28079 Madrid;2807905 Madrid distrito 05;2807905078 Madrid seccion 05078;Distribucion de la renta P80/P20;2015;3,9
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2023;38,3
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2022;40
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2021;37,7
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2020;39,5
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2019;40,4
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2018;40,8
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2017;39,9
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2016;40,7
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Indice de Gini;2015;39,7
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2023;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2022;3,7
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2021;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2020;4,1
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2019;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2018;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2017;3,5
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2016;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905079 Madrid seccion 05079;Distribucion de la renta P80/P20;2015;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2023;30,6
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2022;31,3
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2021;31,1
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2020;31,4
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2019;28,9
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2018;31,4
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2017;31,6
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2016;33
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Indice de Gini;2015;33,6
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2023;2,5
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2022;2,7
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2021;2,7
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2020;2,5
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2019;2,5
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2018;2,7
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2017;2,8
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2016;2,9
28079 Madrid;2807905 Madrid distrito 05;2807905080 Madrid seccion 05080;Distribucion de la renta P80/P20;2015;2,9
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2023;36,7
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2022;36,3
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2021;38,7
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2020;36
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2019;35,6
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2018;35,4
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2017;35,3
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2016;36,3
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Indice de Gini;2015;34,8
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2023;2,8
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2022;2,9
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2021;2,8
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2020;2,8
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2019;2,9
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2018;3
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2017;3
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2016;3
28079 Madrid;2807905 Madrid distrito 05;2807905081 Madrid seccion 05081;Distribucion de la renta P80/P20;2015;2,8
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2023;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2022;44,2
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2021;43,3
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2020;44,3
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2019;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2018;45,6
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2017;45,2
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2016;46,7
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Indice de Gini;2015;.
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2023;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2022;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2021;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2020;3,2
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2019;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2018;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2017;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2016;3,7
28079 Madrid;2807905 Madrid distrito 05;2807905082 Madrid seccion 05082;Distribucion de la renta P80/P20;2015;3,8
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2023;38,2
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2022;38,4
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2021;37,4
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2020;36,4
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2019;37,5
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2018;37,6
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2017;38,1
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2016;36,7
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Indice de Gini;2015;38,1
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Distribucion de la renta P80/P20;2023;3,6
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Distribucion de la renta P80/P20;2022;3,2
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Distribucion de la renta P80/P20;2021;3,4
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Distribucion de la renta P80/P20;2020;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Distribucion de la renta P80/P20;2019;3,3
28079 Madrid;2807905 Madrid distrito 05;2807905083 Madrid seccion 05083;Distribucion de la renta P80/P20;2018;3,7
